Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_886,6.20919E+11,ABCDE6524F,1,5746,No,1,194453,Employed,45,Rent,128175,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_426,8.55366E+11,ABCDE1873F,0,98088,Yes,2,181339,Unemployed,61,Rent,236296,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_243,9.10029E+11,ABCDE7441F,0,72153,No,1,219673,Self-Employed,63,,305676,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_88,5.1884E+11,ABCDE2977F,1,30161,No,2,135075,Employed,71,,123942,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_721,3.83637E+11,ABCDE8789F,2,93397,Yes,0,217678,Unemployed,19,Rent,386072,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_945,9.3971E+11,ABCDE3743F,0,57626,No,1,91799,Unemployed,40,Own,138103,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_753,2.86179E+11,ABCDE9814F,1,70977,No,2,202568,Self-Employed,53,Own,206841,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_658,7.96065E+11,ABCDE8001F,0,98126,No,0,265003,Employed,28,,185013,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_424,9.60043E+11,ABCDE3315F,3,12925,No,0,222527,Employed,46,Rent,206897,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_184,9.29895E+11,ABCDE7647F,5,12971,Yes,1,198375,Employed,60,,323705,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_201,3.52464E+11,ABCDE2517F,3,80792,Yes,0,183963,Self-Employed,53,,268385,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_190,6.92361E+11,ABCDE7118F,0,82287,No,1,275186,Unemployed,75,Rent,157835,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_527,9.83111E+11,ABCDE1976F,2,56412,No,1,204264,Unemployed,21,Rent,118287,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_965,3.84172E+11,ABCDE5134F,3,60209,No,2,150391,Self-Employed,64,Rent,328644,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_516,7.2962E+11,ABCDE3718F,0,52779,Yes,2,219538,Self-Employed,43,Rent,287665,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_734,2.88519E+11,ABCDE5061F,3,69023,Yes,2,291252,Self-Employed,68,Rent,220103,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_158,9.64539E+11,ABCDE9386F,5,70339,Yes,0,74829,Self-Employed,37,Own,100324,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_807,6.29744E+11,ABCDE7089F,1,94774,Yes,0,219454,Employed,21,,352501,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_879,2.39258E+11,ABCDE9854F,4,10436,Yes,1,67772,Unemployed,39,Own,56813,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_722,9.05231E+11,ABCDE6617F,2,37792,No,2,134159,Employed,35,,66012,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_625,3.19447E+11,ABCDE3032F,1,92827,Yes,0,218753,Employed,35,,264827,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_413,9.56781E+11,ABCDE1697F,4,70890,No,1,274280,Unemployed,27,Rent,180485,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_887,8.53915E+11,ABCDE1668F,3,55541,No,0,157430,Self-Employed,52,,180478,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_268,5.88891E+11,ABCDE7161F,3,79460,Yes,0,161218,Unemployed,62,Own,295109,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_201,4.89581E+11,ABCDE3264F,3,17186,Yes,2,124860,Self-Employed,37,Rent,104197,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_561,3.106E+11,ABCDE5092F,0,90932,Yes,1,245999,Employed,22,Rent,344171,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_18,5.13506E+11,ABCDE1942F,0,55281,No,2,107693,Self-Employed,43,,31053,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_412,5.35807E+11,ABCDE3585F,1,14453,No,0,250473,Unemployed,31,,100771,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_742,1.56313E+11,ABCDE5089F,3,55970,No,0,207758,Employed,69,Rent,158703,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_475,8.38674E+11,ABCDE4103F,2,62388,Yes,1,282946,Unemployed,57,Rent,290558,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_926,1.96714E+11,ABCDE8572F,0,92801,Yes,1,61396,Unemployed,38,Rent,138831,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_695,3.97914E+11,ABCDE3164F,5,68302,Yes,2,66241,Unemployed,38,,143699,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_306,9.52213E+11,ABCDE2300F,0,99086,Yes,2,93143,Self-Employed,59,Own,112492,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_555,9.65423E+11,ABCDE4175F,3,12436,No,2,94237,Self-Employed,44,,110979,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_536,8.17417E+11,ABCDE6376F,4,13339,Yes,0,222068,Self-Employed,44,Own,257714,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_628,5.57007E+11,ABCDE1818F,4,96781,Yes,2,227093,Self-Employed,25,,356440,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_330,6.5878E+11,ABCDE1737F,4,52075,No,2,235156,Employed,38,Own,349726,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_440,6.18754E+11,ABCDE1196F,0,67500,Yes,0,224124,Self-Employed,45,Rent,316826,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_808,4.59974E+11,ABCDE7646F,3,74287,No,2,231065,Self-Employed,44,Own,294850,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_637,2.6447E+11,ABCDE4263F,2,59678,Yes,1,49809,Unemployed,73,,98120,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_373,6.37367E+11,ABCDE8202F,3,75888,No,0,111334,Employed,50,Own,146634,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_939,6.6989E+11,ABCDE8544F,4,11982,No,1,213852,Self-Employed,33,Own,278496,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_527,8.75799E+11,ABCDE1747F,0,79947,No,1,72045,Self-Employed,52,Rent,85082,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_155,7.43163E+11,ABCDE9605F,0,61477,Yes,2,56147,Self-Employed,37,Rent,25222,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_222,4.60203E+11,ABCDE8474F,5,61155,Yes,0,152278,Employed,24,Own,104899,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_189,4.01888E+11,ABCDE5986F,0,18022,Yes,1,70875,Unemployed,55,,114732,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_444,7.40004E+11,ABCDE3789F,0,52940,Yes,1,87276,Self-Employed,34,Own,61008,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_399,3.93451E+11,ABCDE8250F,4,24632,Yes,1,164490,Employed,47,Rent,116297,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_840,5.1049E+11,ABCDE7309F,3,16402,No,2,37578,Self-Employed,60,Rent,139251,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_809,2.37252E+11,ABCDE8350F,3,35701,Yes,1,100355,Employed,31,,148824,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_33,6.15629E+11,ABCDE3864F,5,35882,No,0,238979,Unemployed,73,,320926,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_446,6.71431E+11,ABCDE8997F,3,57518,Yes,0,25425,Unemployed,52,,42158,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_117,7.70694E+11,ABCDE1414F,0,58345,Yes,1,167901,Self-Employed,34,,340017,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_451,9.81217E+11,ABCDE8709F,1,59364,No,2,107020,Unemployed,51,,40091,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_992,3.97815E+11,ABCDE6239F,4,48681,Yes,2,200164,Employed,54,Rent,376152,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_401,9.64789E+11,ABCDE2946F,5,37274,Yes,1,83695,Employed,18,Own,49200,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_506,2.88067E+11,ABCDE8769F,1,48873,No,0,126753,Employed,56,Own,129453,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_543,7.85948E+11,ABCDE7987F,5,99934,Yes,1,34224,Employed,21,,134860,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_429,9.79032E+11,ABCDE9194F,0,55649,No,0,131058,Employed,63,Own,51134,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_929,4.14087E+11,ABCDE3429F,2,27679,No,0,52390,Employed,36,Own,77865,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_779,4.37305E+11,ABCDE9657F,5,89366,No,0,172297,Unemployed,72,Rent,195001,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_890,3.36207E+11,ABCDE3562F,1,74937,Yes,0,112344,Self-Employed,39,Own,144753,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_769,4.42541E+11,ABCDE2590F,3,52090,Yes,1,277507,Self-Employed,51,Own,237973,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_896,9.86557E+11,ABCDE3993F,2,67437,No,1,181932,Employed,70,Rent,388975,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_954,5.34644E+11,ABCDE6619F,2,63299,No,1,61835,Unemployed,58,Own,35739,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_148,6.66901E+11,ABCDE5622F,3,49525,No,0,117455,Employed,19,Own,137868,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_685,3.23921E+11,ABCDE1327F,3,11625,Yes,2,218260,Unemployed,28,,152175,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_18,5.57419E+11,ABCDE9930F,0,14476,Yes,1,181378,Unemployed,60,,135999,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_258,1.70347E+11,ABCDE4528F,5,63707,No,1,90512,Employed,55,Own,55093,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_707,6.45864E+11,ABCDE4692F,4,21941,Yes,0,36348,Self-Employed,30,Own,111872,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_276,9.12436E+11,ABCDE5363F,4,38914,Yes,0,56560,Unemployed,26,Own,110158,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_738,8.05344E+11,ABCDE8004F,4,12268,No,0,123414,Employed,63,,72019,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_707,2.59336E+11,ABCDE6702F,0,13760,Yes,2,184247,Self-Employed,48,,154812,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_193,9.33349E+11,ABCDE4956F,1,33822,Yes,2,215346,Self-Employed,56,Own,346396,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_98,5.67636E+11,ABCDE7649F,5,40084,No,1,195093,Employed,23,,125131,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_430,3.77221E+11,ABCDE7689F,2,77033,No,1,123163,Self-Employed,38,Rent,25330,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_226,1.24196E+11,ABCDE5028F,4,87747,No,1,80961,Self-Employed,66,Rent,59824,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_237,4.56278E+11,ABCDE5648F,4,61413,Yes,1,196543,Employed,19,Own,281464,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_338,4.92902E+11,ABCDE5770F,3,62922,No,0,296928,Employed,36,Own,275860,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_746,3.39791E+11,ABCDE5091F,1,62297,Yes,0,216478,Unemployed,72,Own,182873,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_270,9.69397E+11,ABCDE7061F,4,37317,No,0,214279,Employed,71,Rent,342556,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_612,1.10438E+11,ABCDE7129F,3,89272,No,1,186859,Employed,39,,347161,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_512,9.35921E+11,ABCDE9562F,5,19204,No,1,209623,Employed,24,,102764,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_682,3.55319E+11,ABCDE1827F,1,49981,No,1,180006,Unemployed,36,,134518,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_547,7.07459E+11,ABCDE2394F,2,98936,No,2,149453,Self-Employed,40,Own,60917,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_307,1.11955E+11,ABCDE4448F,4,81870,Yes,2,235067,Self-Employed,20,Own,166509,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_93,6.84035E+11,ABCDE4537F,5,32940,No,1,253169,Self-Employed,21,Rent,123457,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_208,5.06895E+11,ABCDE9836F,4,59876,Yes,1,217748,Employed,71,Own,213439,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_87,1.76021E+11,ABCDE9170F,4,40835,No,1,234648,Self-Employed,66,,106555,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_441,2.85356E+11,ABCDE2334F,5,77132,No,2,100846,Employed,46,Rent,116860,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_766,2.02642E+11,ABCDE5475F,3,47111,No,0,104987,Self-Employed,39,,26546,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_446,5.77193E+11,ABCDE7734F,5,22341,Yes,1,40305,Unemployed,75,Own,30036,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_41,6.30912E+11,ABCDE8463F,5,7169,Yes,0,131888,Self-Employed,29,,133672,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_295,8.05256E+11,ABCDE1385F,2,92299,No,1,164599,Unemployed,35,Own,295640,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_363,5.30494E+11,ABCDE2832F,0,82004,Yes,2,134245,Unemployed,45,Own,116542,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_255,9.75896E+11,ABCDE3727F,5,94522,Yes,0,238745,Unemployed,69,Own,205878,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_784,1.85126E+11,ABCDE8351F,3,95923,No,1,124118,Unemployed,51,Own,113705,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_480,2.48625E+11,ABCDE3131F,2,43148,Yes,2,39435,Unemployed,68,,44844,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_460,5.20329E+11,ABCDE1204F,5,26089,Yes,2,123083,Unemployed,65,Own,29961,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_449,4.56808E+11,ABCDE9665F,0,30757,No,1,138838,Unemployed,38,,93300,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_580,8.09968E+11,ABCDE3942F,4,22368,Yes,0,101292,Employed,43,Rent,22799,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_139,7.72042E+11,ABCDE9749F,3,85989,Yes,1,148952,Unemployed,72,Rent,118869,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_382,6.76129E+11,ABCDE5475F,4,57015,Yes,0,234613,Employed,39,Own,161063,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_215,4.76682E+11,ABCDE7172F,1,13737,No,1,69226,Self-Employed,45,,97733,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_732,6.65142E+11,ABCDE3108F,2,13172,No,2,43433,Self-Employed,18,,94611,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_196,3.26246E+11,ABCDE6604F,3,95615,Yes,0,260311,Employed,64,Own,274590,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_309,2.43282E+11,ABCDE3900F,0,31378,Yes,1,135487,Employed,51,,67228,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_242,7.40343E+11,ABCDE5830F,2,13912,No,2,262632,Self-Employed,57,Own,141614,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_279,5.4688E+11,ABCDE6396F,2,56850,No,1,261752,Unemployed,19,Own,245398,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_87,7.53676E+11,ABCDE2772F,0,37441,No,2,121039,Employed,34,,129172,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_224,4.31706E+11,ABCDE9852F,4,29313,Yes,0,135493,Self-Employed,49,Own,32944,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_631,4.72796E+11,ABCDE2725F,2,71006,Yes,0,149785,Self-Employed,29,Rent,143276,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_694,7.97014E+11,ABCDE8295F,3,37148,Yes,1,193240,Unemployed,67,,368460,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_72,3.43365E+11,ABCDE4874F,1,99932,No,0,73606,Employed,24,Rent,129053,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_382,5.24769E+11,ABCDE7096F,4,18779,Yes,0,135469,Self-Employed,42,Rent,118173,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_875,3.60385E+11,ABCDE4261F,1,12296,No,0,271186,Self-Employed,37,Rent,309778,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_550,4.48433E+11,ABCDE2670F,1,65165,Yes,1,228155,Self-Employed,74,Rent,271110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_590,9.2884E+11,ABCDE4600F,4,70864,No,2,53026,Self-Employed,46,Own,141033,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_28,4.62946E+11,ABCDE9655F,0,62512,No,2,133237,Self-Employed,26,Own,98570,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_460,4.85193E+11,ABCDE5590F,1,32436,Yes,1,97472,Self-Employed,67,,27592,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_885,6.08851E+11,ABCDE7919F,0,90261,No,0,77010,Employed,18,,37401,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_610,1.12233E+11,ABCDE2579F,3,47122,No,1,232805,Self-Employed,44,Rent,168806,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_446,3.1353E+11,ABCDE5594F,4,22592,No,1,132937,Self-Employed,69,Rent,56486,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_242,3.12975E+11,ABCDE2854F,4,56653,Yes,2,178841,Self-Employed,38,Own,211125,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_718,4.17506E+11,ABCDE7813F,0,74469,Yes,0,218256,Employed,37,,278376,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_801,6.61361E+11,ABCDE1966F,4,15317,No,2,266849,Unemployed,47,,382874,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_231,6.29581E+11,ABCDE4533F,1,17477,Yes,0,38989,Employed,71,Own,27237,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_282,6.8721E+11,ABCDE2721F,5,56851,No,2,69488,Unemployed,54,,119523,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_635,5.66282E+11,ABCDE4305F,2,92635,No,1,231833,Self-Employed,33,Rent,154577,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_885,7.46993E+11,ABCDE4557F,1,18430,No,1,44204,Self-Employed,59,Own,82617,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_553,5.15958E+11,ABCDE1065F,5,65524,Yes,0,131925,Employed,57,Rent,127822,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_810,1.56133E+11,ABCDE2582F,0,64698,Yes,2,45358,Self-Employed,46,,79292,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_988,8.21358E+11,ABCDE5253F,5,87447,No,0,219735,Self-Employed,67,Rent,251166,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_86,7.87107E+11,ABCDE3426F,0,21122,No,1,81809,Employed,62,Own,117966,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_447,4.64162E+11,ABCDE4020F,0,78052,No,2,67294,Employed,33,Own,97445,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_378,3.18418E+11,ABCDE9974F,5,24059,No,1,114757,Self-Employed,36,Own,69038,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_459,9.23259E+11,ABCDE9957F,2,28676,Yes,2,126511,Unemployed,30,Own,30389,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_577,8.47316E+11,ABCDE6858F,0,6005,No,2,167627,Unemployed,74,,323744,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_781,9.88506E+11,ABCDE8775F,5,8961,No,0,142840,Unemployed,73,Own,143100,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_218,5.63077E+11,ABCDE1508F,1,48131,No,1,298564,Self-Employed,70,Own,231396,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_725,9.54042E+11,ABCDE2748F,4,67112,Yes,1,28039,Unemployed,36,Own,44527,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_257,2.64471E+11,ABCDE3522F,2,34568,Yes,1,159247,Self-Employed,61,,316722,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_151,6.26354E+11,ABCDE9545F,2,93845,Yes,0,226405,Unemployed,41,Rent,141106,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_154,4.06313E+11,ABCDE3579F,3,12897,No,1,130231,Self-Employed,19,,126220,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_795,3.9904E+11,ABCDE9635F,0,60242,Yes,0,144472,Unemployed,42,Rent,44822,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_824,6.24428E+11,ABCDE8486F,0,55105,No,1,123251,Self-Employed,43,,29350,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_830,5.82843E+11,ABCDE9763F,0,37430,Yes,1,59422,Unemployed,44,,22697,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_787,5.7683E+11,ABCDE7374F,1,6145,No,0,56570,Unemployed,72,Own,57884,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_571,6.32109E+11,ABCDE9835F,5,21018,Yes,2,207017,Self-Employed,44,,314672,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_140,6.50225E+11,ABCDE8322F,0,95218,Yes,2,135418,Unemployed,69,Rent,28759,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_310,1.28695E+11,ABCDE3581F,4,81970,No,0,48537,Self-Employed,27,Rent,41108,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_836,4.25899E+11,ABCDE6023F,3,9581,No,0,56833,Unemployed,22,Rent,129391,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_731,9.3713E+11,ABCDE1157F,0,49691,No,1,184316,Unemployed,70,,117979,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_366,3.94969E+11,ABCDE5597F,1,44778,No,2,91324,Unemployed,54,,33311,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_686,5.6383E+11,ABCDE5844F,0,40029,No,0,205716,Employed,36,Rent,108250,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_820,5.16261E+11,ABCDE9732F,5,79616,No,2,247843,Self-Employed,25,Own,250520,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_650,3.52341E+11,ABCDE8084F,1,32168,Yes,2,66147,Unemployed,21,Own,39021,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_635,1.42213E+11,ABCDE7057F,1,94372,Yes,0,198253,Employed,64,Rent,309369,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_312,5.82773E+11,ABCDE4016F,1,38714,Yes,2,133502,Employed,56,,115174,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_972,8.91149E+11,ABCDE7388F,2,96916,Yes,2,139884,Unemployed,20,,47761,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_86,2.54784E+11,ABCDE3202F,4,52836,Yes,0,237088,Employed,40,Rent,145019,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_765,9.88962E+11,ABCDE5098F,1,72010,No,0,271104,Self-Employed,72,Rent,316075,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_613,9.70267E+11,ABCDE8371F,2,80290,Yes,1,185146,Self-Employed,35,Rent,285688,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_363,8.13741E+11,ABCDE1563F,1,44208,Yes,2,179341,Employed,18,Rent,321840,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
