Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
5821617731,ABCDE6356F,1,60233,Yes,1,150994,Employed,23,Own,211545,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
5487748123,ABCDE4245F,5,53173,Yes,0,167218,Employed,35,Rent,251747,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
2595044320,ABCDE2706F,2,14323,Yes,2,258407,Unemployed,38,Rent,391526,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
2225630265,ABCDE2882F,4,89339,No,0,262700,Employed,48,Own,318335,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3983831804,ABCDE2071F,0,43669,No,0,26934,Employed,35,Own,56272,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
9260848008,ABCDE5977F,3,36863,Yes,2,101216,Employed,59,No Property,104958,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
3407059873,ABCDE2477F,3,51430,No,0,63381,Unemployed,56,Rent,63434,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
9697053231,ABCDE9364F,1,96792,Yes,2,277158,Employed,57,No Property,162849,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9067415126,ABCDE1060F,5,14765,No,1,238772,Employed,41,Rent,121243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2837574126,ABCDE2677F,1,54408,No,1,100596,Employed,31,Own,60424,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3461066813,ABCDE5343F,4,51746,No,2,104762,Employed,46,Rent,138990,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
3748987580,ABCDE6029F,4,34821,No,2,204559,Employed,36,No Property,347821,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
8436432213,ABCDE8169F,2,63659,Yes,0,185142,Employed,41,Rent,303280,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4284564411,ABCDE4105F,0,34715,Yes,0,149763,Self-Employed,21,Own,143113,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
2084521923,ABCDE6108F,1,79236,No,2,230258,Self-Employed,69,No Property,160577,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3102826447,ABCDE8705F,1,81992,No,1,114322,Employed,51,Own,94387,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
7316389254,ABCDE8868F,5,31208,Yes,2,174002,Employed,55,No Property,213767,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
5978812913,ABCDE6781F,5,48390,No,1,144376,Employed,71,No Property,39964,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
2332292451,ABCDE7238F,4,95466,No,0,106409,Employed,31,Own,83044,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
6166299385,ABCDE1136F,1,72225,No,0,256025,Self-Employed,24,No Property,307316,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9488591011,ABCDE5862F,5,98939,No,0,296157,Self-Employed,57,Rent,320603,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5657462817,ABCDE7766F,4,66650,Yes,0,81464,Employed,36,Own,52859,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8471355996,ABCDE4396F,1,85508,Yes,2,26810,Employed,72,No Property,70290,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
6908599141,ABCDE8733F,5,59648,Yes,2,47733,Employed,18,Own,58546,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
1996709542,ABCDE8907F,4,57713,Yes,1,284748,Employed,34,Own,261817,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
5599421998,ABCDE2959F,2,94029,Yes,1,263309,Employed,46,Rent,134548,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3778083480,ABCDE9747F,5,31169,No,1,269610,Employed,52,No Property,191057,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
3016077876,ABCDE4312F,3,39304,No,2,255794,Self-Employed,52,Rent,246750,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4662795761,ABCDE3661F,3,19834,Yes,2,42050,Employed,44,Rent,51623,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
1377397046,ABCDE4203F,0,39474,Yes,1,186883,Employed,23,No Property,120931,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
1266563190,ABCDE5090F,0,56783,No,0,47014,Self-Employed,75,No Property,94543,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
4248322228,ABCDE6780F,1,22946,No,0,46025,Unemployed,63,Rent,103921,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
8872631955,ABCDE3504F,2,98752,Yes,2,118212,Unemployed,57,No Property,76418,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
3541534246,ABCDE6977F,0,84701,Yes,0,258736,Self-Employed,47,No Property,179110,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
4505243304,ABCDE4843F,1,8953,Yes,1,96488,Self-Employed,27,Own,121197,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
1797081471,ABCDE5924F,4,49799,No,2,193289,Employed,71,No Property,157504,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
8104904002,ABCDE9887F,5,27813,Yes,0,197109,Employed,64,Rent,140575,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
9750391171,ABCDE6989F,1,56989,No,0,127115,Self-Employed,34,Own,56676,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
6635484654,ABCDE6743F,3,24200,Yes,1,126307,Self-Employed,63,Rent,61062,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
8911131986,ABCDE6699F,1,98841,Yes,0,39010,Employed,60,No Property,106678,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
3155485971,ABCDE6634F,4,72411,No,1,262515,Unemployed,30,Own,323387,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
5768791645,ABCDE3459F,1,26698,Yes,1,39788,Unemployed,55,Own,105930,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
9290984187,ABCDE3106F,2,34655,No,0,35620,Employed,51,No Property,77960,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
1493018605,ABCDE4765F,0,69290,No,0,150991,Employed,48,No Property,259158,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
7286672944,ABCDE2449F,5,92756,No,2,144041,Employed,18,No Property,148961,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
5548042203,ABCDE7363F,5,29632,No,0,35086,Self-Employed,35,Own,24046,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
1405301920,ABCDE1265F,5,79652,No,0,269365,Employed,42,Own,321859,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
7720274213,ABCDE4912F,2,7935,No,2,213097,Employed,63,Rent,356987,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4858979456,ABCDE5807F,2,42133,No,1,277734,Employed,44,No Property,313267,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
1405396456,ABCDE1301F,1,70983,No,1,222544,Employed,70,Rent,379906,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
9807656327,ABCDE8770F,5,64364,No,1,44280,Unemployed,72,No Property,54588,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
3838288903,ABCDE1643F,5,16503,No,0,210475,Employed,54,Own,300927,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
6677539693,ABCDE2676F,5,98441,No,1,263709,Self-Employed,64,No Property,352747,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
3547523037,ABCDE6443F,0,43205,No,2,131561,Employed,42,No Property,96014,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
1583415412,ABCDE1455F,4,83766,No,0,120789,Employed,53,Rent,63764,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
8147439681,ABCDE7819F,3,45757,No,1,58116,Employed,22,Rent,149454,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
9828134565,ABCDE8583F,2,32647,Yes,1,160049,Employed,47,Own,230716,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
5512117374,ABCDE3187F,3,78393,Yes,1,156372,Employed,72,Own,346216,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
1316856008,ABCDE8263F,2,40243,No,0,155215,Employed,70,Own,315201,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
6306345719,ABCDE6375F,2,21767,No,0,264633,Employed,68,No Property,350081,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4942201333,ABCDE3212F,5,30806,Yes,2,196276,Unemployed,61,No Property,358997,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
1768379752,ABCDE9640F,5,91573,No,1,82786,Employed,23,Rent,92796,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
7396730942,ABCDE2624F,4,56419,Yes,1,279547,Employed,72,Own,335683,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9722567609,ABCDE8862F,1,68254,No,2,55840,Employed,42,No Property,111024,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
6026530598,ABCDE7748F,2,81952,No,1,293900,Employed,57,Rent,338731,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3024039840,ABCDE9586F,5,50328,No,0,218484,Employed,33,Own,125376,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4246623981,ABCDE8086F,5,62248,Yes,2,126312,Employed,30,Own,91054,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8782289427,ABCDE5373F,4,32629,Yes,0,49645,Unemployed,27,Own,91964,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
4841128292,ABCDE2145F,0,21227,No,0,169040,Employed,75,Rent,396161,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
5370840280,ABCDE8923F,1,69481,No,1,196287,Employed,34,Own,393498,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
9111307213,ABCDE1059F,2,88740,No,1,187531,Unemployed,60,Rent,292159,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
5445642268,ABCDE6151F,0,33328,Yes,1,96830,Self-Employed,50,No Property,136995,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4139559072,ABCDE2008F,2,24352,Yes,2,297175,Unemployed,23,Own,318028,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
6156521539,ABCDE9936F,3,86825,No,0,131225,Unemployed,72,Rent,64210,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
9187515808,ABCDE3675F,2,5401,Yes,0,153674,Employed,71,Own,314734,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
1509884280,ABCDE9020F,5,14408,Yes,2,244143,Unemployed,53,No Property,310414,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3101903732,ABCDE5027F,2,45105,No,2,235011,Unemployed,43,No Property,165155,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
7801838807,ABCDE1107F,0,61587,Yes,2,296302,Unemployed,74,No Property,240071,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
1907628051,ABCDE9007F,4,41573,No,2,195062,Employed,19,Rent,314992,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
7816802698,ABCDE1205F,5,23866,No,1,84408,Employed,63,Own,120021,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
1985775660,ABCDE9508F,0,54090,No,1,269193,Unemployed,44,Own,159110,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7708642178,ABCDE9272F,0,98037,Yes,1,269327,Self-Employed,42,No Property,382755,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3148939655,ABCDE3593F,0,97244,Yes,0,57681,Employed,70,Rent,100187,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
4321445902,ABCDE4660F,0,69070,Yes,0,119752,Self-Employed,26,Rent,48194,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
7815507534,ABCDE1995F,4,78738,Yes,1,253419,Employed,18,Rent,113745,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
9471727842,ABCDE4999F,2,25169,Yes,1,104154,Employed,54,No Property,84495,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7009915624,ABCDE6317F,2,46750,Yes,1,295652,Employed,37,No Property,220911,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
1916511060,ABCDE4918F,0,12867,Yes,2,259385,Self-Employed,41,No Property,127948,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
5087938252,ABCDE4413F,1,74372,No,1,294214,Self-Employed,50,Rent,206054,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
8766273689,ABCDE2748F,4,7789,Yes,0,263679,Self-Employed,32,Own,391741,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
4196532975,ABCDE9030F,4,51083,Yes,0,160902,Unemployed,29,Rent,123626,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
3034655194,ABCDE7781F,1,79825,Yes,0,60530,Unemployed,31,Rent,66458,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
2894602668,ABCDE3043F,0,16224,No,1,275257,Employed,39,No Property,282416,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
8922945520,ABCDE8092F,4,15413,Yes,0,78372,Employed,66,Own,141268,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
7997646612,ABCDE7977F,5,69674,No,2,142016,Employed,73,Own,127448,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5090486707,ABCDE3615F,4,99457,Yes,1,175506,Unemployed,58,No Property,341007,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
2510020323,ABCDE4351F,4,19030,Yes,2,29251,Unemployed,45,No Property,60553,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
8431501764,ABCDE9982F,2,97149,No,1,86612,Employed,34,Own,60843,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5320254917,ABCDE7337F,5,24090,Yes,0,201970,Employed,57,Own,223937,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4369150426,ABCDE3370F,1,27272,No,2,290401,Self-Employed,58,Own,220534,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3406054017,ABCDE4378F,0,98737,Yes,2,148582,Employed,49,No Property,98097,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8254031754,ABCDE3308F,3,84298,No,1,272762,Employed,40,No Property,245570,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
1246895168,ABCDE7700F,5,7556,Yes,1,274785,Employed,52,No Property,342908,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
5607815590,ABCDE4378F,0,33593,No,1,163530,Unemployed,22,No Property,396657,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
2397979781,ABCDE5487F,1,75894,Yes,1,68294,Employed,41,Own,88340,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
6294745010,ABCDE2899F,3,75287,Yes,1,158544,Employed,39,Rent,296312,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
6463798369,ABCDE4492F,5,41064,No,0,143212,Self-Employed,71,Rent,100470,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
7165866688,ABCDE1078F,5,28794,No,2,264736,Employed,51,Own,302101,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
9784056807,ABCDE8304F,0,82316,No,1,66733,Employed,51,Rent,62241,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
6394229077,ABCDE7773F,2,7096,Yes,0,107653,Unemployed,75,Own,72268,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
4837736204,ABCDE4924F,1,10476,No,0,221024,Self-Employed,22,No Property,151528,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
9747816951,ABCDE4101F,3,57699,Yes,0,162338,Self-Employed,20,No Property,116529,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
9859973931,ABCDE9700F,1,13020,Yes,0,253022,Self-Employed,71,Rent,367480,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
6512307779,ABCDE5853F,5,21710,Yes,1,90656,Self-Employed,44,No Property,117923,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
4305929534,ABCDE9429F,3,98046,Yes,1,231942,Employed,37,Own,265197,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
7129460106,ABCDE3245F,3,35054,No,2,245174,Employed,31,Own,394154,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4339846231,ABCDE5659F,0,70368,No,0,160894,Unemployed,24,Rent,249917,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
7838265071,ABCDE7695F,2,42161,No,0,70022,Employed,34,No Property,22594,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4142006554,ABCDE3134F,0,23439,No,0,254892,Employed,47,No Property,122835,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
2969971436,ABCDE2244F,1,75107,No,0,143141,Employed,57,Rent,110167,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
4736721355,ABCDE6281F,1,24609,No,1,99060,Employed,48,No Property,53326,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
3250005378,ABCDE6476F,1,96534,No,2,97033,Employed,30,Own,99151,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
5020619104,ABCDE6730F,2,40123,Yes,2,191977,Self-Employed,36,No Property,180893,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
3981030992,ABCDE2209F,3,43921,No,1,97707,Unemployed,53,Own,77648,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
7237053852,ABCDE4275F,5,60275,Yes,0,88657,Unemployed,69,No Property,86215,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
8549586668,ABCDE1005F,3,20340,Yes,1,78767,Self-Employed,21,No Property,69881,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
5402803323,ABCDE1769F,1,41513,No,2,281952,Unemployed,24,Rent,299396,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
3219460818,ABCDE3826F,3,67454,Yes,0,75159,Self-Employed,57,Own,89654,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
5327527585,ABCDE5768F,4,10185,Yes,0,160094,Self-Employed,41,No Property,113827,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
7603027345,ABCDE4238F,0,75721,Yes,0,185931,Employed,39,No Property,120837,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
8566925112,ABCDE2499F,5,75545,Yes,1,299554,Employed,25,Own,237100,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
5083053193,ABCDE6529F,0,73364,Yes,1,92257,Self-Employed,39,No Property,84218,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4207381647,ABCDE5839F,4,61190,Yes,0,154464,Employed,45,Own,157686,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4841175607,ABCDE6242F,1,22222,No,1,127232,Self-Employed,22,Own,130397,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7602498434,ABCDE3193F,5,17752,No,1,186273,Employed,66,No Property,241737,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
3457814567,ABCDE4335F,1,6155,Yes,2,137898,Employed,39,Rent,32199,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
2262222612,ABCDE4082F,3,68909,No,1,68000,Employed,63,No Property,111177,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
4266977130,ABCDE3325F,1,26267,No,1,38494,Unemployed,43,No Property,79889,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
5862197270,ABCDE4072F,2,22704,Yes,0,273736,Employed,70,No Property,164820,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
4517578066,ABCDE3989F,5,47033,Yes,0,153611,Employed,31,Rent,330426,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
6612000579,ABCDE1826F,4,83044,No,1,255923,Self-Employed,30,No Property,369111,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
2584182524,ABCDE6906F,4,60129,No,0,69726,Employed,51,Own,82008,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
2076525664,ABCDE5407F,5,40048,No,2,131664,Self-Employed,32,No Property,27155,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
5275559309,ABCDE5489F,0,58492,Yes,1,180745,Employed,70,Rent,109999,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
7158189646,ABCDE4138F,3,83267,Yes,2,214640,Unemployed,43,Own,227696,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
9665961104,ABCDE3085F,1,60661,No,0,282317,Self-Employed,32,Rent,216090,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
5275373087,ABCDE1930F,2,38100,No,1,291814,Employed,65,No Property,230997,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5990405854,ABCDE6961F,2,75919,No,1,224552,Employed,34,No Property,357894,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
7452560100,ABCDE4155F,2,80944,Yes,2,291332,Unemployed,27,No Property,213537,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8456024335,ABCDE6864F,5,44681,Yes,2,277727,Employed,70,Own,211771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8187346055,ABCDE3333F,2,62650,Yes,2,227448,Employed,30,No Property,176747,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
6273604702,ABCDE2565F,5,84547,Yes,0,30118,Unemployed,41,Rent,28255,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
9567429364,ABCDE7133F,1,73501,No,0,164616,Employed,67,Rent,220944,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
8831636957,ABCDE7194F,2,68218,No,2,181033,Employed,26,No Property,392555,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
7238900910,ABCDE5754F,1,11069,Yes,1,177253,Employed,55,No Property,182465,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5077867815,ABCDE8593F,5,61635,Yes,0,213030,Self-Employed,39,Rent,152864,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3743206481,ABCDE2154F,4,51620,No,1,29076,Unemployed,26,Own,48318,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
4215698320,ABCDE1627F,3,31174,No,1,70605,Unemployed,73,No Property,111340,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
1328329728,ABCDE3186F,1,67797,No,0,75041,Employed,52,Rent,89841,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
9406437009,ABCDE8436F,5,69669,Yes,2,68175,Self-Employed,75,No Property,101137,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
4083917383,ABCDE5972F,2,47898,Yes,2,263644,Employed,51,Own,257202,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9103001426,ABCDE8905F,4,8590,No,0,27869,Employed,68,No Property,95035,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
6226871378,ABCDE8272F,0,95718,Yes,0,129500,Unemployed,26,No Property,50414,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
2820793373,ABCDE8957F,1,7183,Yes,2,116241,Employed,44,Rent,65338,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
6890716768,ABCDE9773F,5,28347,Yes,0,38439,Employed,40,Own,133717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
1308573363,ABCDE5778F,5,62154,No,1,255365,Unemployed,25,Own,126594,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
6687948019,ABCDE3283F,5,42843,No,0,235979,Self-Employed,67,No Property,235265,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5721918873,ABCDE9637F,1,27560,No,2,79156,Employed,42,No Property,66110,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
5977580905,ABCDE9443F,2,68360,Yes,1,81305,Employed,63,No Property,31393,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
4086171934,ABCDE2369F,5,65913,Yes,0,64924,Self-Employed,40,Own,49421,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
9122529610,ABCDE6802F,3,9459,No,0,121847,Employed,18,Rent,22121,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
6198172212,ABCDE1309F,1,81951,No,2,254240,Self-Employed,39,Rent,338426,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
4102299132,ABCDE1503F,5,50091,No,2,121143,Self-Employed,62,Own,36584,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
4094493863,ABCDE9933F,4,38759,No,1,250041,Self-Employed,50,Own,138227,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
6710506186,ABCDE8438F,4,10740,No,2,127877,Employed,64,No Property,116717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
2126299404,ABCDE7062F,1,83559,Yes,2,67706,Employed,58,No Property,23803,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
8271101578,ABCDE3715F,2,88325,Yes,0,62581,Employed,19,No Property,144945,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
3004591048,ABCDE3799F,4,73470,No,2,48728,Employed,30,Rent,99318,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
2735793993,ABCDE1462F,4,94766,Yes,0,284088,Self-Employed,65,No Property,142926,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
