Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,marital_status
Person_83,6660492477,ABCDE9023F,4,22936,No,1,274473,Employed,19,Own,449830,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_64,8908642651,ABCDE2935F,2,17815,No,2,746942,Unemployed,38,Rent,388734,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_617,3123538429,ABCDE5902F,3,57720,No,2,937268,Unemployed,36,None,472861,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_811,5330114887,ABCDE8458F,0,96290,Yes,1,356311,Self-Employed,50,None,237007,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_460,3659042487,ABCDE1654F,2,14618,No,0,207443,Employed,74,Own,169771,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_598,8089628409,ABCDE2964F,4,75730,No,0,404378,Unemployed,46,Rent,213346,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_141,3983807122,ABCDE4806F,4,13463,Yes,2,316563,Unemployed,33,Rent,67873,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_735,7611528699,ABCDE1251F,3,53044,No,0,290320,Self-Employed,35,Own,129472,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_289,5058822337,ABCDE3386F,2,37962,No,2,719570,Unemployed,48,Rent,250703,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_720,6211248100,ABCDE2926F,2,19040,No,2,647064,Employed,59,Own,495892,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_375,3895620328,ABCDE5029F,4,81486,Yes,2,614864,Self-Employed,57,Rent,465614,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_939,6668380710,ABCDE9838F,0,52530,No,0,534742,Employed,46,Rent,338559,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_491,4375395698,ABCDE2876F,2,76822,Yes,2,683140,Self-Employed,33,None,355863,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_536,9685658357,ABCDE3670F,3,7794,No,2,313560,Employed,56,Own,349631,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_771,6420922635,ABCDE5323F,2,36929,No,2,612795,Unemployed,44,Own,172752,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_793,7757769247,ABCDE1750F,5,55679,Yes,0,693889,Self-Employed,30,Rent,386439,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_19,3945337645,ABCDE7431F,3,72934,No,1,296744,Employed,72,None,5872,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_580,9430075107,ABCDE2261F,1,76044,No,2,796305,Unemployed,55,Rent,46096,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_951,1770684907,ABCDE8644F,1,43589,No,1,129838,Self-Employed,60,None,211277,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_408,6825988002,ABCDE7058F,0,98314,No,1,84480,Employed,32,None,216739,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_738,4970720687,ABCDE2676F,5,32974,Yes,2,879802,Unemployed,42,Rent,390227,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_365,3424104731,ABCDE1842F,4,62685,Yes,0,728723,Unemployed,48,Rent,276872,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_399,6563083753,ABCDE1240F,0,15721,Yes,0,526901,Employed,51,None,352363,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_692,5541150520,ABCDE2148F,2,48499,Yes,1,731006,Employed,66,Rent,52702,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_451,6884534153,ABCDE3007F,4,37517,No,2,803744,Employed,56,Rent,437009,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_572,8352397559,ABCDE8609F,4,85752,Yes,1,736781,Employed,52,Rent,310761,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_753,9637283324,ABCDE4517F,2,51431,No,2,606257,Self-Employed,51,Rent,10164,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_802,1346311648,ABCDE9257F,3,47767,Yes,2,106928,Self-Employed,53,None,424873,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_870,5007423478,ABCDE2316F,4,74828,No,2,477499,Unemployed,48,Own,173952,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_314,3680166564,ABCDE2211F,4,34987,No,0,678789,Unemployed,28,Rent,450340,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_965,2472075685,ABCDE1123F,2,13921,Yes,0,928073,Unemployed,44,None,323866,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_86,5912220679,ABCDE6292F,1,74764,No,1,176541,Self-Employed,64,Rent,175068,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_294,4125754567,ABCDE7599F,2,90729,Yes,2,557064,Unemployed,41,None,175992,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_494,5361648998,ABCDE1418F,2,63755,Yes,1,984301,Employed,31,Rent,110112,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_725,9715399900,ABCDE2842F,0,90517,Yes,0,489597,Employed,19,None,14480,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_223,9005742513,ABCDE5215F,2,38210,Yes,2,184370,Unemployed,69,Rent,436592,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_827,4603672448,ABCDE9669F,0,43581,No,0,930244,Unemployed,23,None,7600,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_953,6938908014,ABCDE8516F,3,98308,Yes,2,133016,Unemployed,70,Rent,56256,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_849,4454753745,ABCDE5853F,0,97127,Yes,1,170545,Employed,62,Rent,167599,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_552,7035178822,ABCDE8091F,2,81540,Yes,2,781900,Unemployed,29,Own,450384,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_63,7232461164,ABCDE9695F,5,91449,Yes,1,825205,Employed,44,None,437245,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_611,9467250511,ABCDE2944F,2,24644,Yes,0,773974,Self-Employed,61,None,281931,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_226,3208459805,ABCDE6961F,5,29586,No,2,557846,Unemployed,38,Rent,486551,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_289,7922612538,ABCDE1505F,4,76998,No,2,151089,Unemployed,22,Rent,321083,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_37,4786405661,ABCDE8943F,0,57157,No,2,65316,Self-Employed,32,Own,66613,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_466,5043909826,ABCDE6138F,3,22944,No,1,828462,Self-Employed,72,None,462027,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_237,6967531762,ABCDE4820F,3,92439,No,2,541699,Employed,60,Rent,296586,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_225,9742251140,ABCDE1048F,0,52308,No,1,110963,Self-Employed,21,Own,176563,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_788,1293302750,ABCDE1139F,3,39446,No,1,548531,Employed,57,Own,229747,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_493,3856209830,ABCDE2820F,4,12604,No,1,186581,Employed,54,Rent,131212,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_378,2571854025,ABCDE4171F,0,62367,No,1,216389,Employed,28,Rent,149442,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_750,5462339677,ABCDE4202F,0,8953,Yes,0,217880,Unemployed,62,Own,179162,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_29,5783802432,ABCDE2656F,0,26299,No,0,898569,Self-Employed,56,Own,370098,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_296,5881734507,ABCDE1451F,1,74180,Yes,2,712881,Self-Employed,53,None,265497,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_667,7288329626,ABCDE7272F,3,67803,No,1,819313,Employed,49,None,448588,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_522,2143097516,ABCDE1712F,1,27710,Yes,2,500166,Employed,25,Rent,173980,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_300,8645829526,ABCDE3721F,4,24791,Yes,0,689748,Employed,39,Rent,404174,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_924,3894486637,ABCDE6915F,1,71471,Yes,2,571442,Employed,33,Own,224408,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_83,7498802637,ABCDE8693F,5,72376,No,1,171702,Unemployed,75,Own,394424,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_214,2481854613,ABCDE5254F,1,72521,Yes,0,862111,Unemployed,25,None,34729,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_757,6087527700,ABCDE1400F,2,11379,No,2,251802,Unemployed,45,Own,193242,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_114,5715145796,ABCDE2878F,4,27283,Yes,1,397440,Unemployed,45,Own,470530,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_453,5907611181,ABCDE1201F,5,28900,Yes,2,453681,Employed,75,Rent,79169,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_2,5495159935,ABCDE3273F,1,44169,Yes,1,234398,Unemployed,52,None,261383,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_604,6326301853,ABCDE4547F,4,88990,Yes,0,886511,Self-Employed,33,None,122539,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_483,7135870641,ABCDE6619F,0,25461,Yes,1,867389,Unemployed,65,Own,59692,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_39,6307915635,ABCDE8929F,4,78995,Yes,0,194334,Unemployed,69,Rent,284358,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_531,6258799510,ABCDE7215F,3,48574,No,1,615915,Unemployed,38,None,357942,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_164,4063648561,ABCDE7741F,2,60729,No,2,629045,Employed,74,Own,135673,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_972,4522502999,ABCDE5321F,3,12125,No,2,126035,Self-Employed,67,Rent,145293,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_660,2880369353,ABCDE7634F,2,30028,No,0,997295,Self-Employed,32,Own,290645,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_189,2860534321,ABCDE4250F,2,89085,Yes,0,574132,Unemployed,41,None,9111,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_188,9314927029,ABCDE5318F,2,50021,No,2,818989,Employed,35,Rent,199993,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_967,6528547173,ABCDE8778F,5,11125,Yes,2,854031,Unemployed,65,Own,261113,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_210,3511330740,ABCDE8772F,0,82148,No,2,968332,Unemployed,27,Rent,130144,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_745,4149608100,ABCDE1559F,2,89773,No,2,667442,Employed,44,Rent,3019,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_415,1860583154,ABCDE7622F,1,58791,No,1,399779,Unemployed,47,Own,189686,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_372,3533538891,ABCDE5637F,4,51389,Yes,0,136555,Employed,43,Rent,409059,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_967,7385559460,ABCDE7753F,4,18366,No,0,664437,Unemployed,37,Own,240447,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_58,7125152535,ABCDE7898F,5,47080,No,2,393998,Unemployed,41,None,397927,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_183,4293182309,ABCDE5014F,4,46343,Yes,2,653919,Employed,52,None,191552,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_281,5583639979,ABCDE1659F,5,19535,No,0,670228,Employed,42,None,25772,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_499,2178521712,ABCDE7748F,5,47356,No,0,800437,Employed,43,Rent,457041,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_876,3802389862,ABCDE2775F,3,21008,Yes,0,294254,Self-Employed,68,Rent,66271,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_131,2882385851,ABCDE4583F,5,63530,Yes,1,674255,Employed,35,Rent,237767,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_217,3695765513,ABCDE4514F,1,7137,Yes,2,339550,Self-Employed,50,Own,104308,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_517,7947698960,ABCDE5290F,1,84441,Yes,1,904875,Unemployed,27,Rent,255845,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_868,3640378266,ABCDE8694F,4,30723,No,2,604736,Employed,26,None,187497,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_538,2878131093,ABCDE3538F,1,76717,Yes,1,416171,Employed,18,Rent,130653,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_323,7162453079,ABCDE2360F,0,22092,Yes,0,479246,Unemployed,38,Rent,470258,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_672,7503928190,ABCDE6620F,0,61970,Yes,0,62576,Unemployed,73,Rent,193277,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_693,9715064406,ABCDE2479F,4,95398,No,1,539395,Employed,61,Own,218462,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_905,5897271162,ABCDE3180F,4,88640,No,1,788000,Unemployed,46,Rent,134083,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_885,2707532022,ABCDE5409F,3,44399,Yes,0,624878,Self-Employed,49,Own,428309,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_827,3136162012,ABCDE1363F,0,22085,No,2,109804,Employed,59,Rent,194274,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_555,8097738029,ABCDE9851F,0,89757,Yes,0,70649,Unemployed,37,Own,368771,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_100,1391582311,ABCDE7674F,4,72926,No,2,626144,Self-Employed,58,None,269119,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_507,3186265215,ABCDE1781F,4,76983,Yes,2,440970,Employed,39,Rent,418348,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_770,8267740651,ABCDE2797F,4,56118,Yes,0,89043,Unemployed,51,Own,206531,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_526,5517339421,ABCDE7137F,4,36001,No,0,248796,Employed,31,Own,298667,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_996,3997790743,ABCDE9480F,2,14712,No,0,842329,Employed,59,Own,73387,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_326,8542288541,ABCDE7686F,2,98957,Yes,0,879837,Employed,75,Own,341905,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_644,5069294835,ABCDE2429F,1,71299,Yes,2,339088,Unemployed,27,None,420929,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_666,3602753321,ABCDE9357F,0,94180,No,0,294135,Self-Employed,60,Own,470961,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_835,2403142797,ABCDE4591F,4,12050,Yes,2,404403,Employed,26,None,280157,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_212,4183509551,ABCDE5596F,0,15750,Yes,0,401548,Unemployed,31,Rent,468456,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_406,6349793225,ABCDE4211F,2,61282,Yes,1,395044,Self-Employed,74,Own,25794,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_341,3017058372,ABCDE5271F,2,50259,Yes,2,351326,Self-Employed,29,None,490238,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_510,5393293664,ABCDE3467F,0,24088,Yes,2,654570,Employed,27,Own,169205,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_317,7435633597,ABCDE4220F,5,72894,No,2,920594,Self-Employed,30,None,188905,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_270,3274633456,ABCDE4088F,3,54946,No,2,943688,Self-Employed,64,None,256941,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_945,7754198879,ABCDE8057F,4,38571,No,0,231953,Self-Employed,63,Own,280363,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_752,7115292323,ABCDE1666F,5,87624,No,0,123630,Self-Employed,24,Rent,406048,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_245,2556254715,ABCDE5622F,1,59272,No,0,864545,Employed,60,Own,176931,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_382,4270022460,ABCDE4622F,1,91445,Yes,1,627381,Unemployed,18,None,263928,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_205,6667176122,ABCDE1301F,3,97079,Yes,1,115410,Self-Employed,52,Own,428498,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_130,2891330406,ABCDE6716F,3,58123,Yes,2,733991,Unemployed,25,Rent,254637,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_318,8894663298,ABCDE7464F,2,54942,No,2,987980,Employed,39,None,376762,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_452,7949967523,ABCDE6951F,4,46706,No,0,397073,Unemployed,40,Rent,366563,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_477,4337090066,ABCDE1880F,1,12856,No,1,914851,Employed,38,Own,126759,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_295,4424752085,ABCDE5929F,1,59771,Yes,0,591852,Unemployed,68,None,328747,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_454,6873434952,ABCDE3590F,1,32506,Yes,1,389711,Employed,58,Own,258216,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_760,8358613267,ABCDE8363F,0,75831,Yes,0,755664,Self-Employed,40,Rent,194999,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_228,6300742716,ABCDE3674F,5,9459,Yes,1,906848,Self-Employed,30,Own,360616,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_762,9216496162,ABCDE2066F,0,83397,Yes,0,187464,Self-Employed,44,Own,332528,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_722,3988173890,ABCDE7957F,2,57386,No,1,872130,Unemployed,41,Rent,183762,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_500,6457006387,ABCDE2835F,3,40826,No,0,319288,Employed,68,None,52669,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_577,8871499913,ABCDE7505F,5,62376,No,1,467788,Self-Employed,45,None,8824,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_160,2867947763,ABCDE4988F,2,73230,No,2,409803,Self-Employed,69,Own,356738,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_703,4636210264,ABCDE7257F,5,31345,No,1,546469,Unemployed,40,Rent,316261,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_462,8924419353,ABCDE2344F,1,28575,No,1,545336,Self-Employed,38,None,65562,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_896,8077512102,ABCDE2431F,1,67463,No,0,726148,Unemployed,31,Own,346106,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_331,5803587054,ABCDE6061F,5,62973,Yes,2,797534,Unemployed,38,None,73741,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_892,6227953349,ABCDE9185F,1,74898,Yes,1,51088,Unemployed,25,Own,135509,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_447,8349008527,ABCDE7447F,0,32449,No,2,365842,Employed,37,Rent,389407,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_674,9861108262,ABCDE3598F,1,64558,No,0,582641,Self-Employed,73,Rent,371897,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_897,2933231372,ABCDE8978F,5,45814,No,0,881823,Employed,45,Own,472706,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_305,3312732935,ABCDE3709F,5,99242,Yes,0,94177,Self-Employed,59,Own,293729,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_51,8593635358,ABCDE2583F,0,27111,No,0,903794,Self-Employed,72,None,253837,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_720,6638711106,ABCDE7162F,3,28053,No,1,834998,Self-Employed,20,Rent,230050,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_320,8677840761,ABCDE7315F,4,49182,Yes,1,383963,Unemployed,25,Rent,280453,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_499,3215243623,ABCDE9691F,2,75779,Yes,0,143342,Self-Employed,28,Rent,469384,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_319,8151510603,ABCDE1878F,2,30879,Yes,0,507036,Unemployed,58,None,474825,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_577,3969471294,ABCDE4383F,3,49744,Yes,2,133135,Employed,24,Own,415459,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_296,2589696398,ABCDE8132F,1,18220,Yes,0,114094,Unemployed,53,None,41983,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_652,3254162571,ABCDE2916F,5,27454,No,1,54349,Employed,63,None,31316,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_599,8742277929,ABCDE8220F,1,15233,No,1,99086,Unemployed,50,Rent,373477,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_139,6046030426,ABCDE9241F,5,80302,Yes,0,392876,Employed,71,Rent,404228,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_467,6863310386,ABCDE6095F,4,44698,Yes,1,276927,Self-Employed,29,Rent,195282,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_278,9656016904,ABCDE1260F,1,47446,Yes,0,516418,Self-Employed,54,None,262486,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_923,5028170017,ABCDE6109F,0,44184,Yes,1,494999,Unemployed,41,Own,200832,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_460,4741259602,ABCDE6129F,0,15535,No,2,722383,Employed,41,None,432261,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_749,3738556019,ABCDE2890F,0,56059,Yes,1,770880,Unemployed,48,Rent,491395,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_451,9245245457,ABCDE2089F,0,23113,No,0,791674,Self-Employed,72,Rent,494541,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_800,5110398042,ABCDE4806F,3,83302,Yes,0,462974,Unemployed,63,None,106626,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_363,3477036461,ABCDE9410F,4,82560,No,1,546387,Employed,45,Own,237437,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_946,1240999387,ABCDE7431F,4,68599,No,2,303255,Employed,72,Own,493962,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_203,7292072526,ABCDE5808F,4,62310,Yes,1,52842,Employed,37,Own,1160,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_868,2759685914,ABCDE8937F,4,73123,Yes,0,637149,Unemployed,42,None,282346,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_777,5236121716,ABCDE5485F,4,51645,Yes,1,902573,Unemployed,20,None,370361,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_776,8688717191,ABCDE5814F,1,12014,No,2,864501,Unemployed,42,None,19511,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_222,9243101192,ABCDE9191F,0,28863,Yes,2,397760,Self-Employed,28,Own,428289,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_355,9799548146,ABCDE1669F,3,87730,No,1,671400,Unemployed,67,Own,60193,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_248,3579552739,ABCDE4495F,0,71635,Yes,2,537767,Unemployed,49,Rent,237003,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_326,6581736845,ABCDE7357F,4,54572,Yes,1,564835,Employed,32,None,298092,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_602,1394247452,ABCDE1667F,3,55433,No,1,657943,Employed,58,Own,464252,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_423,6345847293,ABCDE7759F,2,98919,No,1,107738,Unemployed,42,Own,290744,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_576,1922103486,ABCDE5229F,5,55052,No,0,711240,Self-Employed,47,None,446119,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_215,1390682709,ABCDE1396F,3,74460,No,2,958186,Employed,35,Rent,314005,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_902,9074455229,ABCDE6781F,2,11952,No,1,704069,Self-Employed,58,None,37738,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_834,2358138866,ABCDE9198F,0,77010,No,1,485414,Employed,37,Own,366487,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_414,1257089833,ABCDE9481F,5,44002,Yes,2,406459,Self-Employed,40,None,362717,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_636,4371947205,ABCDE8896F,1,92240,Yes,0,248747,Unemployed,60,Own,191622,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_777,8541034580,ABCDE5178F,1,85298,No,0,68474,Self-Employed,71,None,340497,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_251,3325088460,ABCDE8925F,0,8386,Yes,2,80050,Self-Employed,21,None,7912,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_931,3181473057,ABCDE4730F,2,77997,No,1,435454,Employed,44,Rent,463474,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
