Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_596,990707454762,ABCDE1299F,1,94598,No,2,185862,Self-Employed,46,Own,261727,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_219,410376353704,ABCDE9891F,2,46551,Yes,1,231113,Employed,54,Rent,192014,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_271,218216730256,ABCDE7919F,2,51095,No,1,225655,Employed,37,No Property,191065,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_80,847568879302,ABCDE8936F,1,76127,No,1,294486,Self-Employed,24,No Property,249978,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_664,815481352231,ABCDE9383F,2,61049,Yes,0,144813,Employed,52,Rent,139832,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_699,355831348967,ABCDE1237F,5,61982,No,1,83617,Self-Employed,26,No Property,32682,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_106,815634232254,ABCDE6678F,2,99104,No,2,68775,Employed,34,Rent,139433,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_267,998056985741,ABCDE1933F,2,46758,Yes,0,181310,Unemployed,30,Own,282057,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_58,312749244675,ABCDE9078F,3,45756,Yes,1,166612,Employed,23,No Property,353981,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_287,364213813248,ABCDE5274F,0,30504,Yes,0,196214,Self-Employed,25,No Property,351384,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_372,168309296598,ABCDE4974F,2,64267,No,0,191317,Unemployed,32,Own,364264,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_48,725593830704,ABCDE6539F,3,94548,No,2,221658,Employed,60,Own,395047,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_925,228034673440,ABCDE8560F,1,31235,Yes,2,75871,Unemployed,26,No Property,20455,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_95,682821080103,ABCDE2029F,1,23852,No,1,86047,Employed,68,Own,122476,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_937,829242017393,ABCDE3091F,1,51217,Yes,0,164115,Employed,54,No Property,250323,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_50,714700316442,ABCDE3930F,3,41855,Yes,0,234368,Self-Employed,26,No Property,274497,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_815,108018808814,ABCDE7182F,1,59772,Yes,2,247712,Employed,18,Own,181590,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_657,480062613633,ABCDE3201F,3,63337,Yes,2,263129,Employed,74,Rent,150413,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_868,784667011882,ABCDE9023F,5,22881,No,1,88662,Unemployed,58,No Property,35700,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_914,836943014113,ABCDE3643F,5,96471,No,2,227416,Employed,41,Rent,250928,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_228,485127158043,ABCDE5428F,3,10456,Yes,2,153005,Employed,33,Rent,360908,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_944,738041075636,ABCDE6956F,1,37238,No,1,193563,Employed,31,Rent,150966,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_916,326714296514,ABCDE7990F,1,62097,Yes,0,116797,Unemployed,68,Rent,107915,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_706,561764080152,ABCDE5215F,5,98257,No,2,82689,Self-Employed,21,Own,45582,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_101,953070759824,ABCDE3886F,3,64286,Yes,1,32787,Employed,25,Rent,39520,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_699,448041685867,ABCDE3004F,3,10640,No,2,296120,Employed,45,Rent,225278,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_838,216472466103,ABCDE1126F,2,52149,Yes,0,218562,Employed,31,Rent,314526,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_704,920465299330,ABCDE1821F,4,20188,No,0,166514,Unemployed,24,Own,365084,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_454,401411867276,ABCDE2380F,2,6063,No,0,284703,Employed,56,Rent,268557,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_152,739643027709,ABCDE2339F,0,18472,Yes,0,33160,Employed,46,No Property,105261,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_573,682744116505,ABCDE3799F,3,31150,Yes,1,117038,Unemployed,28,No Property,58700,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_948,432817772955,ABCDE4407F,2,30494,Yes,2,207450,Employed,66,Own,390851,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_216,441429501010,ABCDE8951F,2,52282,No,0,154297,Employed,42,No Property,346220,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_173,571931637868,ABCDE1312F,1,26451,No,2,50189,Unemployed,36,Rent,102486,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_488,998630188815,ABCDE3676F,3,18562,Yes,2,80491,Employed,54,Rent,66668,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_676,169798378108,ABCDE9325F,0,38889,No,0,263914,Employed,46,Rent,390118,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_289,274003912154,ABCDE1698F,5,18493,Yes,2,99128,Employed,73,No Property,25671,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_677,405177170682,ABCDE3514F,3,94174,Yes,0,220832,Employed,55,No Property,150931,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_279,680100071667,ABCDE4684F,2,72224,Yes,2,206613,Employed,41,Rent,220662,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_745,607566024044,ABCDE3146F,0,49988,Yes,2,188035,Employed,52,Rent,190204,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_367,557500253427,ABCDE3387F,4,5532,No,1,234824,Employed,58,No Property,164198,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_335,522176514272,ABCDE3009F,1,96648,No,0,41559,Employed,37,No Property,94587,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_933,333664221237,ABCDE5627F,3,32242,Yes,2,37267,Employed,43,Own,142932,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_773,922454718365,ABCDE9180F,0,7795,Yes,0,116852,Unemployed,61,Own,143550,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_446,263415107028,ABCDE6445F,5,93605,Yes,2,127125,Employed,51,Own,84597,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_945,597273780939,ABCDE7574F,4,13831,No,1,52490,Employed,75,No Property,62941,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_908,291547761472,ABCDE4161F,2,45752,Yes,2,248158,Unemployed,60,Rent,145936,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_159,205774768559,ABCDE8448F,1,30597,Yes,0,259268,Unemployed,19,Rent,296898,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_137,377137544543,ABCDE8780F,4,41278,No,2,33705,Employed,47,Rent,67517,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_288,211950584455,ABCDE1037F,2,60290,No,0,125689,Employed,72,No Property,44275,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_185,215749554888,ABCDE3932F,1,75614,No,0,291566,Employed,71,No Property,153338,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_929,908359020795,ABCDE7722F,5,84227,Yes,2,295399,Unemployed,18,Rent,182214,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_676,849926609258,ABCDE3244F,5,61476,No,0,208027,Employed,65,Rent,185173,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_850,272077643978,ABCDE6166F,4,72205,Yes,2,222559,Self-Employed,37,Rent,397746,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_10,934142923403,ABCDE1037F,1,26333,No,1,119876,Self-Employed,43,No Property,48080,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_329,121922102518,ABCDE3259F,5,31190,No,2,81522,Employed,51,No Property,126135,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_577,935902633956,ABCDE2195F,4,86783,Yes,2,227583,Employed,57,No Property,213467,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_627,205337643160,ABCDE9111F,5,91646,Yes,1,156628,Unemployed,42,Rent,134506,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_926,151910494482,ABCDE3041F,2,99926,No,0,34046,Unemployed,39,No Property,60812,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_996,432103973251,ABCDE5053F,0,77009,No,1,86095,Unemployed,50,Own,109474,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_503,489562579341,ABCDE9621F,4,49974,No,0,171192,Employed,27,Own,265640,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_792,753279445727,ABCDE7603F,2,35347,Yes,1,278662,Employed,46,Own,191477,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_877,136398736280,ABCDE2030F,0,76291,Yes,0,36861,Employed,71,Own,88718,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_448,436743410821,ABCDE6091F,3,80655,No,1,253234,Self-Employed,22,No Property,258065,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_814,416362894840,ABCDE8875F,1,81297,Yes,0,184999,Employed,37,Own,162597,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_696,308192935820,ABCDE5710F,2,68313,Yes,1,161535,Employed,71,No Property,138274,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_812,399803768681,ABCDE4382F,2,32215,Yes,1,25803,Employed,50,Own,93766,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_367,462268174945,ABCDE4036F,5,66409,Yes,0,181249,Unemployed,49,Own,240556,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_702,163325514856,ABCDE2763F,3,38549,No,0,40901,Employed,52,No Property,21488,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_60,551467983924,ABCDE8107F,3,81764,No,2,289683,Employed,24,Rent,323354,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_515,119108409495,ABCDE3422F,5,47153,No,0,125327,Self-Employed,60,No Property,114398,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_984,798041959944,ABCDE7628F,4,32264,No,2,179407,Employed,26,Rent,173284,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_233,628549839564,ABCDE3861F,1,82936,Yes,2,253056,Unemployed,18,No Property,232217,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_289,738294534833,ABCDE9736F,3,14844,No,0,98384,Employed,44,Own,92646,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_780,466844191263,ABCDE4577F,3,13993,No,0,243363,Employed,20,Rent,174876,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_927,285213290716,ABCDE3425F,5,45947,Yes,2,122310,Employed,64,Rent,53151,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_270,404260062726,ABCDE5573F,0,5565,Yes,0,78479,Self-Employed,56,No Property,63757,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_777,305929583838,ABCDE3429F,3,67896,Yes,1,71985,Employed,47,No Property,51292,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_298,885671447220,ABCDE7887F,1,19780,No,0,183181,Employed,31,Own,374976,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_958,458609142935,ABCDE8394F,2,15211,No,1,187705,Employed,57,Rent,252329,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_962,442261448638,ABCDE4339F,0,23763,No,0,135471,Self-Employed,68,Own,44109,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_687,417818400658,ABCDE9832F,3,85267,Yes,1,95741,Employed,54,Rent,75685,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_386,911933462486,ABCDE3589F,1,71535,No,0,94595,Employed,54,Rent,29557,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_11,684624086072,ABCDE4438F,1,39816,No,0,290185,Employed,60,Own,302282,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_437,775087928058,ABCDE9477F,5,62007,Yes,1,267109,Unemployed,44,No Property,213479,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_909,641113342342,ABCDE6484F,0,95017,No,1,97116,Employed,35,Own,41440,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_710,843618268297,ABCDE3890F,5,27631,No,0,140987,Unemployed,63,No Property,42329,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_176,123042969833,ABCDE8177F,3,52361,No,1,137677,Employed,20,Own,35775,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_372,140657061306,ABCDE1460F,3,23593,No,2,292505,Employed,50,No Property,174064,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_579,505758194501,ABCDE9205F,1,33780,Yes,1,32099,Employed,39,Own,113025,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_646,429926321764,ABCDE8295F,4,63971,No,2,35065,Employed,23,No Property,104042,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_763,119216504236,ABCDE3044F,5,7038,No,0,135573,Employed,25,Own,84208,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_684,268445895714,ABCDE4900F,1,55222,No,0,231665,Employed,73,Own,280943,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_884,603488993790,ABCDE1377F,0,73233,No,2,40785,Employed,22,Own,126258,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_239,961497441005,ABCDE1315F,0,90745,No,2,58872,Unemployed,49,Rent,20690,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_207,834523641402,ABCDE4555F,4,95619,Yes,1,51067,Employed,34,Own,100263,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_849,252006957222,ABCDE8721F,0,48810,Yes,0,37118,Self-Employed,35,No Property,103249,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_4,754568633722,ABCDE3133F,1,33951,Yes,2,125155,Employed,21,Rent,49149,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_538,611048398724,ABCDE7565F,5,38224,No,1,283724,Employed,71,Rent,123556,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_288,907073564136,ABCDE1447F,5,92473,No,1,294635,Employed,40,Own,286350,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_400,553106703073,ABCDE7575F,0,33058,Yes,1,108052,Employed,41,No Property,121513,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_855,450522798066,ABCDE7111F,1,71488,No,2,272688,Employed,30,Own,342668,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_591,913303312988,ABCDE8627F,3,51116,Yes,2,258150,Employed,66,No Property,395018,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_100,899367671691,ABCDE2226F,3,44856,No,1,119491,Employed,29,Own,41947,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_612,662570309635,ABCDE4248F,1,91488,No,1,188580,Employed,68,No Property,342825,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_967,915998968215,ABCDE5428F,0,12505,No,2,175603,Employed,67,No Property,395113,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_777,387237078970,ABCDE6482F,5,40290,No,1,42117,Self-Employed,64,No Property,56197,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_363,588973495424,ABCDE7796F,0,12275,No,0,262502,Self-Employed,75,Rent,389044,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_640,608656838249,ABCDE8385F,5,21635,No,1,226374,Employed,70,Own,238799,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_650,274445371992,ABCDE3836F,0,58766,No,0,272145,Unemployed,43,Rent,158523,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_314,983398961800,ABCDE8193F,2,58953,No,0,247392,Employed,47,Own,360780,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_223,657763707219,ABCDE3438F,0,62518,No,1,86756,Employed,42,Rent,87732,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_950,456781428253,ABCDE4102F,0,83090,Yes,0,53436,Employed,45,No Property,64401,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_422,351246823540,ABCDE2036F,2,66365,No,0,45015,Employed,37,No Property,133621,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_510,620757178309,ABCDE7434F,0,68350,Yes,0,144946,Employed,51,Rent,145903,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_399,194954603386,ABCDE5628F,2,43690,Yes,2,112875,Employed,70,Rent,81965,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_776,457954989531,ABCDE2550F,3,49359,Yes,1,210582,Self-Employed,71,No Property,116050,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_178,307044990248,ABCDE4723F,3,80669,Yes,1,88831,Employed,57,No Property,85423,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_38,675248233490,ABCDE4007F,5,99421,No,0,218480,Employed,54,No Property,316145,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_767,426050255796,ABCDE3092F,3,42097,Yes,1,117820,Employed,75,Own,79014,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_862,442251495219,ABCDE1003F,0,58864,Yes,1,208377,Employed,21,Rent,221067,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_201,725086469237,ABCDE4615F,2,48499,No,2,30190,Employed,64,Own,129069,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_677,154696239148,ABCDE6412F,4,52923,Yes,2,210880,Self-Employed,33,Own,162317,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_588,494478587310,ABCDE1359F,5,80335,Yes,1,239425,Employed,44,Own,355615,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_826,700443892328,ABCDE1232F,0,50540,Yes,1,252534,Employed,57,No Property,215095,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_503,387650757459,ABCDE3180F,2,59527,Yes,1,91248,Employed,61,Rent,84983,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_396,381915288845,ABCDE2089F,3,33097,No,0,250278,Employed,28,Own,258273,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_897,947118883229,ABCDE1387F,2,37756,No,0,227494,Unemployed,68,Own,270798,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_333,564849836735,ABCDE1902F,4,10383,No,0,175886,Employed,36,No Property,343495,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_860,382258349058,ABCDE6994F,1,89365,No,0,209089,Employed,69,No Property,212017,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_298,667355507743,ABCDE7494F,1,20723,No,1,167071,Self-Employed,23,Rent,107411,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_806,955428654683,ABCDE7475F,3,69964,No,0,250280,Employed,24,Own,203066,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_604,523228382496,ABCDE7146F,1,39993,No,1,76965,Employed,39,Own,83529,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_227,188765691317,ABCDE5791F,0,19139,No,2,291140,Employed,31,Own,329659,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_635,243186224541,ABCDE2808F,3,50011,Yes,0,193319,Employed,33,Own,291669,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_455,410265796907,ABCDE6753F,2,81615,Yes,1,53571,Employed,49,Own,135494,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_911,713414452297,ABCDE8614F,2,13839,Yes,0,220977,Unemployed,74,Rent,352452,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_469,795784451973,ABCDE5711F,1,46145,Yes,2,55553,Employed,49,Own,102269,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_878,668633372658,ABCDE4977F,3,34332,No,0,154904,Employed,35,Rent,153214,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_394,301029390564,ABCDE7060F,4,78577,Yes,1,107760,Employed,60,Own,109082,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_318,550161986050,ABCDE4774F,3,30149,Yes,0,79405,Unemployed,41,Own,87019,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_511,516447982504,ABCDE6143F,0,42522,No,0,202495,Employed,26,No Property,228214,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_396,791401012732,ABCDE4004F,5,24452,No,1,212405,Employed,41,Rent,360077,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_450,280924552921,ABCDE8677F,3,56684,Yes,1,115232,Self-Employed,47,Own,125074,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_326,708828393210,ABCDE1533F,4,55056,No,1,284896,Self-Employed,54,Rent,213671,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_390,764846495037,ABCDE8639F,2,11863,Yes,0,108446,Unemployed,41,Rent,66590,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_953,192237673000,ABCDE8108F,5,13084,No,2,96475,Self-Employed,33,No Property,107423,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_995,331310412750,ABCDE9587F,4,76210,Yes,2,167160,Self-Employed,27,No Property,382168,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_97,300749695690,ABCDE1629F,5,83035,No,0,250206,Employed,22,No Property,113376,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_141,623504016045,ABCDE9084F,3,82598,No,1,93886,Employed,51,Rent,55874,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_1,290295130853,ABCDE5886F,0,93112,Yes,1,259663,Self-Employed,61,No Property,325392,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_320,117273931841,ABCDE1851F,3,45029,No,1,176168,Unemployed,45,Own,189658,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_48,515631380876,ABCDE9955F,3,29588,No,2,118537,Unemployed,45,Rent,132544,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_763,502160607124,ABCDE4409F,5,64346,Yes,1,284952,Employed,67,No Property,129288,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_837,954827232544,ABCDE2337F,1,33488,No,0,152109,Employed,71,No Property,379790,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_435,843843120832,ABCDE1902F,2,65662,No,1,111409,Employed,72,Rent,143330,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_730,659192020741,ABCDE1338F,4,36346,Yes,2,167949,Employed,64,Rent,164358,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_106,173780665041,ABCDE7780F,2,10136,Yes,0,82867,Unemployed,69,Rent,140509,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_156,606766041814,ABCDE9646F,5,30805,No,2,202833,Employed,61,Own,209446,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_728,287726572686,ABCDE3145F,5,42405,No,0,57279,Self-Employed,51,No Property,55943,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_466,726231449260,ABCDE7925F,4,19881,No,2,84236,Unemployed,52,No Property,103836,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_777,391294477097,ABCDE2899F,4,23249,No,2,201844,Employed,51,No Property,250405,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_657,736484293795,ABCDE7682F,0,62894,Yes,1,130533,Unemployed,63,No Property,35852,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_874,961873592660,ABCDE6797F,2,92915,Yes,1,42041,Employed,53,No Property,76696,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_808,762040748460,ABCDE3856F,2,20471,Yes,2,78857,Employed,67,No Property,21500,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_406,357721485687,ABCDE7327F,1,49096,No,2,146212,Unemployed,52,No Property,115107,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_735,676224753759,ABCDE5431F,3,80497,Yes,2,294525,Employed,48,Rent,340832,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_714,665038450177,ABCDE4726F,3,17901,Yes,2,117282,Self-Employed,22,Own,91770,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_467,222767590800,ABCDE3384F,4,67743,Yes,0,169269,Employed,41,Own,220699,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_362,347336291297,ABCDE8427F,3,40242,No,1,37357,Employed,19,Own,89934,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_329,575282008712,ABCDE7224F,5,51389,Yes,0,253142,Employed,52,Own,344693,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_780,283424181357,ABCDE9422F,0,65434,Yes,1,293336,Employed,19,Own,383198,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_598,824561488050,ABCDE2475F,4,33780,Yes,2,120766,Employed,25,No Property,122988,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_294,439149783459,ABCDE9982F,1,17467,No,2,147995,Employed,67,Rent,90054,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_708,422059216118,ABCDE7381F,1,55230,Yes,1,240249,Employed,36,No Property,258561,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_986,981386748069,ABCDE4424F,2,26793,Yes,2,299463,Employed,75,No Property,133534,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
